food_id,food_name,food_category,ref_amount,energy_kcal,protein_g,fat_g,carb_g,sugar_g,sodium_mg,chol_mg,sat_fat_g,trans_fat_g,food_weight
,순대국밥,밥류,100,75,3.17,2.28,10.38,0.17,126,48.69,1.26,0.01,900
,콩나물국밥,밥류,100,52,1.45,0.24,10.93,0,172,0,0.12,0,780
,기장밥,밥류,100,166,3.44,0.57,36.77,0,1,0,0.08,0,200
,김밥,밥류,100,140,4.84,4.55,19.98,0,307,19.3,1.1,0.02,230
,돈가스김밥,밥류,100,202,5.77,5.81,31.64,1.33,241,6.52,1.07,0.04,320
,소고기김밥,밥류,100,179,6.46,5.56,25.78,0.03,267,39.04,1.6,0.17,250
,참치김밥,밥류,100,174,7,7.22,20.26,0.71,335,33.45,1.4,0.04,250
,치즈김밥,밥류,100,177,6.24,7.03,22.1,0.21,169,35.07,2.43,0.13,270
,낙지덮밥,밥류,100,150,5.88,3.34,24.12,2.16,212,32.45,0.37,0.01,350
,닭고기덮밥,밥류,100,125,11.4,2.18,14.82,1.07,153,92.29,0.79,0.01,410
,제육덮밥,밥류,100,202,9.43,10.77,16.86,1.98,174,27.94,3.42,0.05,470
,불고기덮밥,밥류,100,182,6.6,5.31,26.96,0.07,253,15.83,1.4,0.24,400
,보리밥,밥류,100,161,2.9,0.24,36.77,2.57,4,0,0.1,0,200
,볶음밥,밥류,100,183,5.56,2.76,33.97,0,212,29.28,1.1,0.03,350
,계란볶음밥,밥류,100,225,6.62,11.28,24.23,0.17,318,62.63,2.2,0.05,260
,김치볶음밥,밥류,100,167,5.32,9.18,15.74,13.89,470,70.41,1.43,0.04,330
,새우볶음밥,밥류,100,172,6.31,6.14,22.85,0.71,146,70.72,1.19,0.03,370
,소고기볶음밥,밥류,100,176,7.59,6.48,21.76,0.08,215,50.02,1.47,0.07,260
,참치볶음밥,밥류,100,180,4.62,3.27,32.9,0.12,631,2.76,0.49,0.02,230
,채소볶음밥,밥류,100,182,4.72,5.39,28.74,0.29,408,46.24,0.84,0.02,260
,표고버섯볶음밥,밥류,100,184,3.36,4.81,31.79,0,299,0,0.5,0.02,300
,비빔밥,밥류,100,142,6.86,4.32,18.84,0.05,232,42.26,0.95,0.06,450
,돌솥비빔밥,밥류,100,147,5.39,2.95,24.68,1.24,337,9.98,0.33,0.01,380
,육회비빔밥,밥류,100,147,6.39,3.36,22.92,4.45,446,30.56,0.77,0.01,300
,참치마요 삼각김밥,밥류,100,199,5.93,8.21,25.45,0,230,10.47,1,0.03,200
,수수밥,밥류,100,161,3.16,0.92,35.02,0.08,1,0,0.13,0,200
,알밥,밥류,100,128,4.73,5.11,15.75,2.3,430,45.98,0.59,0.03,330
,영양돌솥밥,밥류,100,184,3.43,2.87,36.06,0.63,6,0,0.61,0.01,350
,오므라이스,밥류,100,173,6.5,7.23,20.54,3.19,433,86.99,1.38,0.02,400
,짜장밥,밥류,100,122,4.27,4.72,15.57,0.03,236,5.75,0.58,0.01,470
,잡곡밥,밥류,100,146,5.3,0.87,29.33,0.32,3,0,0.22,0,200
,잡채밥,밥류,100,150,4.02,3.42,25.79,0.05,227,5.91,0.41,0.05,550
,주먹밥,밥류,100,178,4.76,2.18,34.73,0.23,357,6.52,0.65,0.02,200
,짬뽕밥,밥류,100,72,3.2,1.4,11.65,1.34,234,15.78,0.23,0.01,900
,차조밥,밥류,100,157,2.84,0.65,34.86,0.04,1,0,0.14,0,200
,찰밥,밥류,100,153,4.39,0.18,33.56,0.49,3,0,0.08,0,280
,초밥,밥류,100,160,9.66,1.59,26.72,1.4,142,19.43,0.41,0.02,380
,유부초밥,밥류,100,194,5.78,5.77,29.82,1.99,386,3.12,0.69,0.02,200
,카레라이스,밥류,100,108,3.11,1.4,20.74,0.16,210,2.79,0.44,0.04,480
,콩나물밥,밥류,100,123,4.68,1.58,22.39,0.04,272,3.14,0.42,0.01,320
,검정콩밥,밥류,100,165,4.53,1.12,34.3,0,3,0,0.14,0,200
,하이라이스,밥류,100,112,4.02,1.13,21.34,0,246,2.83,0.13,0,360
,현미밥,밥류,100,172,3.1,0.47,38.9,0,2,0,0.18,0,230
,회덮밥,밥류,100,145,9.1,4.15,17.76,3.07,155,27.38,0.85,0.03,410
,가래떡,빵 및 과자류,100,195,3.92,0.51,43.73,0,241,0,0.19,0,100
,깨경단,빵 및 과자류,100,240,6.28,6.72,38.58,0.61,203,0,0.99,0,100
,꿀떡,빵 및 과자류,100,228,3.74,1.73,49.48,0.29,275,0,0.3,0,100
,모듬찰떡,빵 및 과자류,100,218,6.78,2.44,42.27,2.98,188,0,0.28,0,100
,백설기,빵 및 과자류,100,230,3.71,1.45,50.4,0.11,211,0,0.12,0,100
,송편,빵 및 과자류,100,219,4.65,3.23,42.83,1.98,260,0,0.62,0,100
,시루떡,빵 및 과자류,100,224,3.77,1.85,48.13,0.04,195,0,0.11,0,100
,약식,빵 및 과자류,100,220,4.21,2.45,45.24,13.24,221,0,0.27,0,100
,인절미,빵 및 과자류,100,242,5.64,2.16,50.07,6.35,297,0,0.24,0,100
,절편,빵 및 과자류,100,192,7.72,2.42,34.87,0.25,192,0,0.24,0,100
,증편,빵 및 과자류,100,200,3.17,1.2,44.15,3.19,284,0,0.15,0,100
,찹쌀떡,빵 및 과자류,100,295,5.06,2.53,62.93,25.95,140,0,0.13,0,100
,머핀,빵 및 과자류,100,384,5.73,13.84,59.15,39.65,411,59.16,6.86,0.15,130
,모닝빵,빵 및 과자류,100,314,9.5,7.43,52.17,7.97,489,40.54,3.03,0.06,70
,베이글,빵 및 과자류,100,306,10,5.83,53.48,4.58,695,0,0.58,0.01,120
,소보로빵,빵 및 과자류,100,392,8.27,15.13,55.63,16.69,396,50.53,6.39,0.57,70
,식빵,빵 및 과자류,100,264,9.34,2.6,50.91,1.56,468,5.57,1.47,0.11,100
,카스텔라,빵 및 과자류,100,335,10.03,11.47,47.99,33.77,63,211.21,1.14,0.01,70
,롤케이크,빵 및 과자류,100,312,7.36,11.83,44.01,24.64,143,142.59,1.82,0.03,100
,생크림케이크,빵 및 과자류,100,237,3.45,12.54,27.62,14.49,151,70.1,8.52,0.08,100
,크로와상,빵 및 과자류,100,446,7.52,26.98,43.31,6.1,457,24.5,9.75,0.27,150
,피자빵,빵 및 과자류,100,298,8.85,15.05,31.76,8.11,637,45.6,4.92,0.25,200
,호떡,빵 및 과자류,100,314,5.41,7.07,57.12,0.73,211,0,0.89,0.05,150
,막국수,면 및 만두류,100,133,5.8,1.61,23.9,4.88,405,5.53,0.46,0.02,600
,비빔국수,면 및 만두류,100,102,3.01,0.95,20.47,4.11,239,1.01,0.2,0,500
,잔치국수,면 및 만두류,100,44,1.93,0.49,8.05,0.04,216,0.6,0.16,0,700
,물냉면,면 및 만두류,100,55,1.96,0.64,10.31,4.52,161,15.35,0.16,0,700
,비빔냉면,면 및 만두류,100,100,5.67,2.64,13.35,4.02,177,47.34,0.54,0.01,500
,떡국,면 및 만두류,100,84,3.43,0.53,16.37,0.08,176,16.7,0.24,0,700
,라면,면 및 만두류,100,82,1.72,2.28,13.65,0,283,0,0.82,0.01,550
,달걀라면,면 및 만두류,100,108,2.61,3.18,17.33,0.18,183,28.5,1.35,0.02,550
,떡라면,면 및 만두류,100,96,2.04,2.92,15.27,0,270,0,1,0.01,550
,고기만두,면 및 만두류,100,159,12.38,4.45,17.4,0.16,206,19.91,0.61,0.02,220
,군만두,면 및 만두류,100,234,7.03,11.5,25.57,2.77,385,9.49,3.28,0.06,220
,김치만두,면 및 만두류,100,152,10.24,4.76,17.02,0.35,393,23.27,0.1,0,220
,물만두,면 및 만두류,100,195,8.06,11.13,15.61,2.13,332,12.13,3.08,0.05,230
,메밀국수,면 및 만두류,100,63,3.14,0.29,12.06,0,194,0,0.12,0,350
,수제비,면 및 만두류,100,58,2.31,0.52,11.08,0,142,12.85,0.15,0,650
,미트볼 스파게티,면 및 만두류,100,180,7.34,8.88,17.62,0.89,218,12.58,1.44,0.03,500
,우동,면 및 만두류,100,158,1.78,3.22,30.48,0.02,157,0,0.3,0.04,800
,우동볶음,면 및 만두류,100,128,2.8,2.01,24.79,0.43,257,0,0.49,0.03,300
,월남쌈,면 및 만두류,100,118,5.94,4.97,12.25,5.5,230,31.58,2.13,0.02,250
,짬뽕,면 및 만두류,100,58,2.79,1.54,8.26,1.57,181,10.52,0.25,0.01,800
,칼국수,면 및 만두류,100,77,3.3,0.49,14.9,0,220,17.14,0.2,0,700
,바지락칼국수,면 및 만두류,100,82,3.43,0.53,15.97,0.18,272,0.33,0.11,0,700
,콩국수,면 및 만두류,100,81,3.9,3.35,8.92,0.24,67,0,0.17,0,800
,닭죽,죽 및 스프류,100,44,2.68,0.57,7.14,0,117,7.45,0.33,0.01,400
,양송이 스프,죽 및 스프류,100,105,2.41,7.04,8.06,2.52,170,17.01,3.93,0.1,100
,오리죽,죽 및 스프류,100,155,7.5,4.99,19.95,0,62,36.07,1.16,0.02,400
,전복죽,죽 및 스프류,100,79,1.82,3.73,9.62,0,158,8.62,0.19,0,400
,채소죽,죽 및 스프류,100,43,1.69,0.69,7.62,0.17,224,0,0.18,0,400
,팥죽,죽 및 스프류,100,81,3.17,0.19,16.66,0.02,127,0,0.07,0,400
,호박죽,죽 및 스프류,100,49,1.93,1.71,6.58,3.56,42,0,0.04,0,400
,흑임자 죽,죽 및 스프류,100,61,1.1,4.73,3.64,0.75,159,0,0.28,0.09,400
,갈비탕,국 및 탕류,100,54,8.51,2.06,0.4,0.11,199,31.46,0.79,0.06,670
,감자국,국 및 탕류,100,21,0.9,0.26,3.67,0.85,215,0,0.03,0,400
,곰탕,국 및 탕류,100,24,3.43,1.12,0.11,0,124,9.04,0.41,0.05,600
,우거지곰탕,국 및 탕류,100,25,2.37,0.6,2.6,0.33,225,1.71,0.14,0,350
,굴국,국 및 탕류,100,25,2.41,0.36,2.93,0.14,251,8.78,0.09,0,500
,김치국,국 및 탕류,100,23,1.34,0.76,2.63,0.03,208,4.78,0.19,0,400
,콩나물김치국,국 및 탕류,100,12,0.82,0.47,1.15,0.49,230,0.6,0.09,0,400
,내장탕,국 및 탕류,100,71,5.82,4.52,1.68,0.05,216,63.89,1.78,0.01,600
,미역 오이냉국,국 및 탕류,100,6,0.37,0.15,0.85,0.69,327,0,0.01,0,350
,달걀국,국 및 탕류,100,13,0.93,0.74,0.69,0,246,31.11,0.27,0,400
,순두부 달걀탕,국 및 탕류,100,29,1.78,2.04,0.94,0,101,34.05,0.37,0,350
,닭곰탕,국 및 탕류,100,51,7.51,1.42,2,0.3,170,36.02,0.3,0,650
,도가니탕,국 및 탕류,100,40,8.35,0.33,0.82,0,150,18.34,0.13,0.01,500
,호박된장국,국 및 탕류,100,31,3.34,1.31,1.41,0.49,452,0,0.15,0,400
,아욱된장국,국 및 탕류,100,20,2.28,0.56,1.59,0.11,236,10.22,0.08,0,400
,시래기된장국,국 및 탕류,100,15,1.31,0.22,2.03,0,195,0.91,0.03,0,400
,미소된장국,국 및 탕류,100,25,1.87,1.2,1.87,0.47,345,0,0.13,0,150
,소고기무국,국 및 탕류,100,15,1.33,0.64,1.1,0,166,3.89,0.09,0.01,400
,미역국,국 및 탕류,100,12,0.65,0.61,0.87,0.27,168,0,0.05,0,400
,소고기미역국,국 및 탕류,100,13,1.86,0.26,0.82,0.52,196,4.24,0.04,0,400
,북어국,국 및 탕류,100,28,3.89,0.98,0.84,0.12,232,21.61,0.17,0,400
,사골국,국 및 탕류,100,55,5.56,2.42,2.81,0,75,19.12,0.94,0.08,400
,삼계탕,국 및 탕류,100,101,10.68,4.8,3.84,0.45,82,48.19,1.29,0.03,900
,설렁탕,국 및 탕류,100,24,4.26,0.58,0.36,0,22,6.97,0.23,0.02,500
,어묵탕,국 및 탕류,100,31,1.49,1.03,3.83,0.07,226,2.45,0.07,0,350
,육개장,국 및 탕류,100,30,3.68,0.99,1.49,0.76,201,10.86,0.17,0,440
,닭개장,국 및 탕류,100,20,2.74,0.42,1.41,0.57,167,9.55,0.15,0,700
,장어탕,국 및 탕류,100,67,4.32,3.91,3.68,2.66,387,33.75,0.63,0.02,800
,조개국,국 및 탕류,100,16,1.67,0.89,0.25,0.18,297,4.01,0.05,0,400
,콩나물국,국 및 탕류,100,6,0.74,0.09,0.61,0.16,219,0.73,0.03,0,400
,뼈다귀해장국,국 및 탕류,100,26,3.19,0.97,1.06,0.63,346,9.45,0.21,0,800
,선지해장국,국 및 탕류,100,29,3.86,0.96,1.23,0,312,29.05,0.13,0,600
,동태국,국 및 탕류,100,17,2.42,0.16,1.4,0,224,11.46,0.02,0,400
,갈치찌개,찌개 및 전골류,100,38,5.27,1,1.95,0.98,91,15.04,0.3,0,250
,감자탕,찌개 및 전골류,100,71,6.31,4.06,2.27,0,328,38.53,1.16,0.01,530
,김치전골,찌개 및 전골류,100,73,3.12,4.23,5.68,0.79,299,7.43,0.67,0.01,270
,돼지고기 김치찌개,찌개 및 전골류,100,45,4.25,2.71,1.04,0.05,207,7.11,0.48,0.01,200
,참치 김치찌개,찌개 및 전골류,100,51,3.59,2.82,2.9,0.15,264,6.54,0.26,0.03,300
,햄 김치찌개,찌개 및 전골류,100,31,1.47,1.39,3.17,0.04,445,4.39,0.45,0.01,300
,꽃게탕,찌개 및 전골류,100,17,1.86,0.41,1.44,0.95,273,2.61,0.04,0,600
,낙지전골,찌개 및 전골류,100,51,6.5,1.14,3.72,0,484,51.44,0.33,0.02,300
,동태찌개,찌개 및 전골류,100,44,6.11,1.37,1.72,0.13,273,26.68,0.2,0.01,200
,된장찌개,찌개 및 전골류,100,41,3.25,1.96,2.56,0.99,478,0,0.28,0,270
,고추장 두부찌개,찌개 및 전골류,100,58,4.56,1.42,6.73,0.17,195,6.43,0.28,0,280
,해물매운탕,찌개 및 전골류,100,35,4.85,0.64,2.51,0.45,368,47.65,0.18,0.01,600
,버섯전골,찌개 및 전골류,100,78,5.14,4.24,4.78,1.18,146,12.33,0.98,0.11,300
,부대찌개,찌개 및 전골류,100,123,5.86,6.49,10.27,0.18,239,11.05,1.68,0.05,600
,샤브샤브,찌개 및 전골류,100,43,5.38,1.62,1.8,1.49,96,11.9,0.18,0,600
,소고기전골,찌개 및 전골류,100,63,7.89,3.24,0.46,0.05,299,16.08,0.69,0.15,300
,순두부찌개,찌개 및 전골류,100,35,2.98,1.59,2.17,0.32,151,4.6,0.46,0.01,200
,알탕,찌개 및 전골류,100,39,6.37,0.74,1.74,0,250,80.81,0.16,0.01,520
,오리백숙,찌개 및 전골류,100,112,10.59,7.5,0.5,0.25,161,51.85,1.56,0.05,300
,오리탕,찌개 및 전골류,100,121,9.5,6.56,6.08,3.58,317,38.47,1.33,0.04,600
,청국장찌개,찌개 및 전골류,100,47,5.03,2.11,1.92,0,242,2.61,0.45,0.01,200
,추어탕,찌개 및 전골류,100,54,3.24,3.18,3.07,0,246,15.84,0.31,0.01,350
,콩비지찌개,찌개 및 전골류,100,69,6.74,3.08,3.57,3.25,289,7.12,0.51,0.01,400
,찐고구마,찜류,100,139,1.67,0.24,32.47,16.32,10,0,0.05,0.01,200
,소고기 갈비찜,찜류,100,85,7.25,3.17,6.95,0.75,272,33.38,0.85,0.1,300
,찐감자,찜류,100,70,2.16,0.16,15.01,0.86,3,0,0.03,0,200
,꼬막찜,찜류,100,96,12.03,2.28,6.97,1.03,736,38.3,0.59,0.04,200
,달걀찜,찜류,100,58,4.98,4.04,0.47,0,247,189.26,1.22,0.02,200
,찜닭,찜류,100,107,12.37,6.09,0.6,0,224,66.22,0.98,0.02,300
,돼지갈비찜,찜류,100,194,13.29,12.32,7.44,0.13,478,50.07,3.68,0.13,300
,소고기 수육,찜류,100,166,28.43,4.94,2.04,0.11,31,88.3,1.89,0.26,300
,순대,찜류,100,187,2.75,3.64,35.73,1.39,604,26.24,1.12,0.02,220
,아귀찜,찜류,100,84,6.72,3.13,7.26,2.73,392,51.39,0.48,0.02,200
,애호박찜,찜류,100,181,9.5,6.48,21.18,1.81,161,12.54,1.44,0.07,100
,찐옥수수,찜류,100,185,6.68,2.42,34.2,2.36,90,0,0.29,0,200
,족발,찜류,100,233,26.04,13.91,0.93,0,345,91.72,4.66,0.06,250
,코다리찜,찜류,100,94,14.49,1.35,6.08,2.5,620,60.96,0.31,0.01,200
,해물찜,찜류,100,56,6.67,1.01,4.97,0,223,64.85,0.21,0,200
,풋고추찜,찜류,100,51,2.31,0.99,8.27,1.44,708,0,0.14,0,100
,가자미구이,구이류,100,123,18.7,5.02,0.66,0,315,84.33,0.82,0.1,200
,소갈비구이,구이류,100,241,25.91,14.55,1.59,0.26,402,77.75,5.62,0.6,300
,갈치구이,구이류,100,138,21.54,5.48,0.6,0,297,87.96,1.31,0.05,200
,고등어구이,구이류,100,340,23.38,25.69,3.79,0,126,53.09,6.95,0.33,200
,소고기곱창구이,구이류,100,184,14.89,11.73,4.71,1.11,1315,196.11,4.11,0.31,150
,조미김,구이류,100,470,20.4,30.2,29,0.2,4011,0,3,0.2,5
,닭고기 대파 꼬치구이,구이류,100,245,17.85,14.7,10.35,1.66,417,76.62,4.16,0.13,170
,닭구이,구이류,100,257,26.21,13.39,7.8,0,751,119.18,3.75,0.05,340
,닭발구이,구이류,100,196,18.15,9.41,9.7,0.31,827,81.85,2.58,0.06,220
,떡갈비,구이류,100,202,21.38,11.82,2.46,0.4,404,68.04,4.29,0.42,200
,햄구이,구이류,100,303,17.56,24.38,3.27,1.71,954,35.69,9.01,0.16,160
,뱅어포구이,구이류,100,374,34.37,15.17,25.07,15.91,1479,469.76,3,0.11,70
,버섯구이,구이류,100,52,5.16,1.38,4.78,0.11,492,0,0.41,0.01,80
,삼겹살구이,구이류,100,467,22.56,41.69,0.35,0,576,39.72,12.42,0.34,200
,고추장 삼겹살구이,구이류,100,403,14.21,32.83,12.63,5.73,510,35.52,13.1,0.29,200
,삼치구이,구이류,100,178,21.42,9.57,1.45,0.22,217,79.38,2.02,0.07,200
,새우구이,구이류,100,145,23.41,4.44,2.82,0.03,330,233.98,0.74,0.05,180
,소불고기,구이류,100,170,16.41,9.66,4.26,3.24,418,50.02,3.26,0.2,200
,오리고기구이,구이류,100,293,24.06,19.7,4.89,0,708,132.33,4.82,0.09,200
,오리불고기,구이류,100,145,6.75,9.05,9.05,6.29,467,31.13,2.04,0.05,250
,조개구이,구이류,100,130,17.43,2.07,10.44,3.6,454,25.29,0.09,0,180
,조기구이,구이류,100,177,19.33,10.86,0.44,0,1364,91.79,3.08,0.12,180
,참치구이,구이류,100,193,26.56,8.98,1.4,0,459,116.49,2.76,0.08,180
,치킨데리야끼,구이류,100,208,16.54,9.01,15.21,0.11,267,53.29,2.59,0.06,340
,함박스테이크,구이류,100,174,12.1,10.73,7.19,0.06,198,46.73,3.3,0.13,200
,가지전,전·적 및 부침류,100,123,5.48,7.28,8.88,0.84,337,98.48,1.8,0.1,200
,감자전,전·적 및 부침류,100,133,1.72,6.54,16.79,1.81,293,0,0.89,0.05,200
,고구마전,전·적 및 부침류,100,227,2.92,7.98,35.99,14.26,87,0,1.19,0.06,140
,김치전,전·적 및 부침류,100,134,5.05,4.2,19.01,4.21,240,54.91,0.87,0.04,150
,달걀말이,전·적 및 부침류,100,193,17.21,13.21,1.45,0,449,339.85,3.33,0.08,100
,달걀후라이,전·적 및 부침류,100,208,15.73,13.78,5.15,0.03,161,327.72,3.72,0.1,60
,두부부침,전·적 및 부침류,100,140,10.92,9.77,2.07,0.24,429,0,1.45,0.03,100
,맛살전,전·적 및 부침류,100,165,7.48,6.24,19.69,1.14,559,64.18,1.21,0.06,200
,메밀전,전·적 및 부침류,100,161,4.02,0.64,34.79,0.3,145,0,0.26,0,180
,표고버섯전,전·적 및 부침류,100,181,10.13,9.98,12.74,1.89,317,72.33,2.18,0.19,150
,부추전,전·적 및 부침류,100,167,4.63,4.17,27.86,8.28,247,26.17,0.8,0.05,150
,돼지고기 산적,전·적 및 부침류,100,200,29.06,8.56,1.55,0.06,586,56.15,2.41,0.05,170
,스크램블드에그,전·적 및 부침류,100,216,11.81,17.59,2.56,0.45,369,251.32,3.2,0.07,110
,애호박전,전·적 및 부침류,100,122,4.35,8.62,6.73,2.32,224,75.99,1.33,0.08,150
,채소전,전·적 및 부침류,100,145,3.57,4.5,22.59,2.06,259,19.62,0.89,0.06,100
,해물파전,전·적 및 부침류,100,171,5.5,8.4,18.29,0.82,300,50.72,1.04,0.03,150
,감자볶음,볶음류,100,100,1.75,4.84,12.41,3.37,318,0,0.63,0.03,100
,건새우볶음,볶음류,100,304,41.55,12.95,5.4,4.05,1554,387.95,1.75,0.1,20
,돼지곱창볶음,볶음류,100,130,7.23,3,18.52,3.27,215,76.08,1.05,0.01,230
,김치볶음,볶음류,100,106,1.38,7.94,7.27,4.45,521,4.66,0.87,0.08,100
,낙지볶음,볶음류,100,91,5.77,3.77,8.6,7.91,537,44.76,0.44,0.02,200
,닭발볶음,볶음류,100,186,13.8,9.38,11.72,6.37,974,412.79,2.2,0.1,200
,닭갈비,볶음류,100,186,13.98,10.96,7.93,0.77,338,49.32,1.92,0.07,300
,당근볶음,볶음류,100,95,0.93,6.63,7.79,4.5,216,0,1.1,0.01,90
,제육볶음,볶음류,100,195,12.15,14.19,4.73,0.38,501,45.6,4.18,0.06,250
,떡볶이,볶음류,100,144,3.51,2.96,25.96,4.4,391,2.34,0.28,0.01,180
,라볶이,볶음류,100,134,2.83,4.71,20.14,0.94,311,2.52,1.47,0.03,200
,마늘쫑볶음,볶음류,100,89,3.25,2.54,13.17,5.29,562,0,0.37,0.01,140
,마파두부,볶음류,100,109,7.29,6.48,5.36,2.45,352,6.79,1.04,0.03,160
,멸치볶음,볶음류,100,276,39.44,7.08,13.62,11.6,2606,368.7,1.28,0.04,50
,미역줄기볶음,볶음류,100,77,0.96,5.95,4.85,0.55,505,0,0.89,0.04,80
,버섯볶음,볶음류,100,94,2.8,6.2,6.78,4.24,524,0,0.8,0.04,50
,브로콜리볶음,볶음류,100,51,4.42,1.28,5.53,1.42,94,0,0.22,0,90
,새우볶음,볶음류,100,83,9.91,2.21,5.96,3.99,326,79.67,0.38,0.03,200
,소고기볶음,볶음류,100,126,12.8,5.4,6.44,4.53,269,38.44,2.17,0.05,230
,소시지볶음,볶음류,100,280,11.94,19.38,14.41,5.83,887,28.41,5.8,0.09,200
,애호박 볶음,볶음류,100,59,1.32,3.62,5.3,0.42,447,0,0.44,0.04,50
,양파볶음,볶음류,100,56,0.99,1.54,9.51,9.15,274,0,0.11,0.01,80
,어묵볶음,볶음류,100,197,8.41,7.29,24.33,6.31,818,16.64,1.32,0.05,140
,유산슬,볶음류,100,86,7.54,4.4,4.1,2.15,211,30.27,0.78,0.03,220
,잡채,볶음류,100,146,4.71,3.3,24.26,0.73,360,22.66,0.55,0.07,200
,소고기죽순볶음,볶음류,100,120,13.68,5.59,3.78,2.07,214,30.97,2.12,0.13,230
,팔보채,볶음류,100,90,12.42,2.9,3.42,2.09,856,50.98,0.39,0.02,220
,풋고추볶음,볶음류,100,70,1.93,3.23,8.25,4.34,276,0,0.58,0.03,100
,햄볶음_채소,볶음류,100,183,10.47,11.37,9.6,3.33,803,32.49,3.6,0.08,220
,감자조림,조림류,100,114,2.4,3.52,18.1,7.68,487,0,0.42,0.02,50
,고등어조림,조림류,100,141,11.25,8.84,4.1,3.39,390,30.05,2.14,0.05,100
,꽁치조림,조림류,100,244,15.52,17.87,5.14,4.05,350,32.81,3.52,2.48,100
,닭볶음탕,조림류,100,111,11.91,3.22,8.52,0.42,376,42.44,1.19,0.03,300
,두부조림,조림류,100,143,9.64,9.66,4.4,3.64,161,0,1.36,0.02,50
,땅콩조림,조림류,100,483,18.75,36.4,19.95,9.85,574,0,5.8,0.05,20
,멸치조림,조림류,100,318,40.92,13.22,8.93,7.35,3163,384.78,2.27,0.09,100
,무조림,조림류,100,48,2.26,2.38,4.29,3.87,779,0.64,0.35,0.04,150
,버섯조림,조림류,100,60,4.38,2,6.23,1.95,302,0,1.47,0.06,150
,병어조림,조림류,100,112,12.46,4.78,4.87,0.22,842,40.81,2.07,0.12,100
,삼치조림,조림류,100,125,15.88,5.63,2.61,2.03,441,51.41,1.64,0.04,100
,양미리조림,조림류,100,65,5.76,0.66,9.09,2.2,711,49.59,0.29,0.01,100
,어묵조림,조림류,100,159,5.83,4.73,23.16,2.43,428,7.84,0.81,0.05,200
,연근조림,조림류,100,174,2.68,5.1,29.42,2.78,661,0,0.64,0.02,50
,오징어채조림,조림류,100,240,23.52,4.9,25.36,13.78,1130,236.72,0.82,0.02,50
,우엉조림,조림류,100,188,4.8,3.33,34.8,28.43,1174,0,0.53,0.07,30
,장조림,조림류,100,157,11.69,5.39,15.56,3.32,877,181.88,1.63,0.06,100
,쥐포조림,조림류,100,276,13.03,8.86,36.12,23.37,1265,50.56,1.3,0.04,100
,코다리조림,조림류,100,86,16.46,0.4,4.16,3.67,466,66.8,0.17,0.02,100
,콩자반,조림류,100,281,17.97,7.73,34.83,3.53,868,0,0.67,0,30
,감자튀김,튀김류,100,312,4.55,17.01,35.15,0.37,78,0,3.29,0.07,150
,김튀각,튀김류,100,522,11,28.9,54.36,0.14,606,0,5.36,0.2,50
,다시마튀각,튀김류,100,462,8.44,26.52,47.32,17.24,1305,0,4.08,0.32,50
,떡강정,튀김류,100,249,3.79,4.72,47.89,5.34,446,0,0.96,0.05,200
,가지나물,나물·숙채류,100,36,1.42,1.5,4.18,2.34,274,0,0.22,0,50
,고구마줄기나물,나물·숙채류,100,83,0.98,7,4.1,0,179,0,1.16,0.16,50
,깻잎나물,나물·숙채류,100,78,2.68,5.18,5.04,2.04,362,0,0.64,0.1,50
,냉이나물,나물·숙채류,100,111,5.02,3.07,15.7,10.45,718,0,0.48,0.03,60
,머위대나물무침,나물·숙채류,100,58,3.96,2.56,4.76,0.34,363,25.22,0.32,0.02,50
,방풍나물무침,나물·숙채류,100,76,4.39,1.73,10.74,2.91,267,0,0.23,0,80
,배추나물,나물·숙채류,100,61,2.01,2.19,8.45,6.24,276,0,0.29,0.03,80
,숙주나물,나물·숙채류,100,35,2.22,1.58,2.96,1.58,403,0,0.12,0,50
,시금치나물,나물·숙채류,100,69,3.74,4.46,3.36,0.1,136,0,0.4,0.12,50
,열무나물,나물·숙채류,100,82,3.91,5.3,4.76,0.6,460,0,0.66,0.18,90
,유채나물,나물·숙채류,100,96,5.8,4.6,7.82,1.98,1279,0,0.59,0.04,90
,참나물,나물·숙채류,100,60,2.51,3.69,4.14,0.67,218,0,0.58,0.01,90
,콩나물무침,나물·숙채류,100,69,3.86,4.54,3.2,0.5,387,0,0.48,0,50
,가죽나물무침,생채·무침류,100,76,5.83,1.35,10.05,3.81,276,0,0.19,0.01,80
,배추겉절이,생채·무침류,100,55,2.28,2.14,6.58,1.3,328,2.9,0.42,0.06,50
,상추겉절이,생채·무침류,100,61,2.36,3.41,5.26,2.98,431,5.8,0.38,0.02,100
,열무겉절이,생채·무침류,100,58,2.4,2.94,5.38,2.26,891,0,0.46,0.08,100
,골뱅이소면무침,생채·무침류,100,109,5.01,1.47,18.91,3.57,281,14.5,0.18,0,230
,굴무침,생채·무침류,100,77,6.68,2.31,7.3,2.74,204,28.38,0.61,0.03,80
,김무침,생채·무침류,100,259,21.17,10.73,19.33,5.73,1011,0,1.53,0.07,30
,낙지무침,생채·무침류,100,77,12.41,1.24,3.96,0.14,340,136.42,0.17,0,180
,닭고기냉채,생채·무침류,100,90,13.08,1.95,5,4.8,151,46.32,0.5,0.01,240
,다시마무침,생채·무침류,100,48,2.57,1.18,6.8,0,2759,13.03,0.28,0,90
,달래무침,생채·무침류,100,63,2.92,3.02,6.07,3.83,567,0,0.4,0.02,60
