food_id,food_name,food_category,ref_amount,energy_kcal,protein_g,fat_g,carb_g,sugar_g,sodium_mg,chol_mg,sat_fat_g,trans_fat_g,food_weight
,닭튀김 샐러드,생채·무침류,100,79,3.8,5.3,3.98,1,102,11.98,0.91,0,300
,두부냉채,생채·무침류,100,94,7.9,5,4.57,1.29,280,7.37,1.33,0,150
,마카로니 샐러드,생채·무침류,100,100,4.1,5.56,8.13,0.78,247,32.3,1.24,0,220
,메밀묵 무침,생채·무침류,100,65,1.6,1.27,12.05,1.46,249,0,0.21,0,145
,멕시컨샐러드,생채·무침류,100,96,3.7,5.94,7.11,4.36,206,48.15,1.19,0,200
,문어무침,생채·무침류,100,63,7.2,1.95,4.91,1.6,333,57.47,0.28,0,131
,뱅어포무침,생채·무침류,100,371,43.7,16.11,10.32,4.94,1136,788.02,3.28,0,29
,부추 겉절이,생채·무침류,100,24,1.3,1.11,3.38,1.57,178,0,0.15,0,50
,브로콜리 두부무침,생채·무침류,100,35,2,0.72,6.17,2.31,167,2.47,0.12,0,50
,브로콜리무침,생채·무침류,100,32,1.6,0.25,7.01,2.9,175,5.57,0.06,0,50
,삼색냉채,생채·무침류,100,68,5.6,1.9,7.21,3.99,365,53.4,0.66,0,150
,새우무침,생채·무침류,100,321,37,11.77,15.47,8.04,462,411.08,1.77,0,27
,소라무침,생채·무침류,100,122,18.7,1.58,7.46,2,55,42.2,0.26,0,91
,시금치 겉절이,생채·무침류,100,54,3,2.51,6.28,1.47,357,0,0.39,0,81
,양배추 겉절이,생채·무침류,100,39,1.7,1.24,6.5,3.21,388,0,0.19,0,115
,오이고추 된장무침,생채·무침류,100,32,1.4,0.91,5.18,1.46,313,0,0.15,0,50
,유채무침,생채·무침류,100,60,3.4,0.67,12.47,6.2,227,0,0.12,0,79
,쥐포무침,생채·무침류,100,298,26.1,7.41,32.77,21.73,1381,62.65,1.23,0,31
,짜사이무침,생채·무침류,100,43,0.4,3.04,3.66,2.8,947,0,0.46,0,50
,천사채무침,생채·무침류,100,73,3.3,5.51,2.95,0.65,248,32.3,1.23,0,220
,치커리무침,생채·무침류,100,16,0.8,0.48,2.35,0.69,171,0,0.08,0,151
,해파리냉채,생채·무침류,100,31,1.5,0.46,5.64,3.23,321,0.97,0.07,0,85
,햄샐러드,생채·무침류,100,149,4.4,7.38,16.65,5.87,178,8.45,1.58,0,158
,홍어회무침,생채·무침류,100,83,7.5,2.13,8.81,5.44,797,30.31,0.34,0,175
,섞박지,김치류,100,41,2.3,0.84,7.43,2.77,2027,1.47,0.18,0,94
,오징어젓,젓갈류,100,60,7.9,1.08,4.81,1.22,1858,93.45,0.22,0,15
,낙지젓,젓갈류,100,66,8.2,1.33,5.27,1.43,2013,96.44,0.25,0,15
,무장아찌,장아찌·절임류,100,116,2.5,5.97,14.25,7.44,359,0,0.92,0,16
,무말랭이장아찌,장아찌·절임류,100,117,4.1,3.23,18.34,6.61,1287,0,0.51,0,94
,무숙장아찌,장아찌·절임류,100,93,3.7,6.44,4.78,2.36,1391,12.6,2.07,0,94
,감자범벅,"곡류, 서류 제품",100,95,2.3,0.05,21.91,4.44,600,0,0.04,0,112
,파강회,"채소, 해조류",100,42,1.2,1.71,6.33,3.39,276,0,0.29,0,85
,모듬회,수·조·어·육류,100,133,22.5,2.31,5.15,2.44,493,42.14,0.44,0,150
