ingredient_full
"{'비엔나 소세지': '30개', '양파': '1개', '캐첩': '5큰술', '간장': '1스푼', '설탕': '1스푼', '식초': '1스푼', '굴소스': '1스푼', '올리고당': '1스푼'}"
"{'새송이버섯': '2개', '버터': '30g', '어린잎채소': None, '간장': '1T', '맛술': '1T', '올리고당': '1/2T'}"
"{'풋고추': '10개', '된장': '2T', '마늘': '1/3T', '송송썰은 대파': '1T', '참기름': '1/2T', '통깨': '1/2T', '매실원액': '1T', '설탕': '1/3T'}"
"{'베이컨': None, '대파': None, '떡': None, '간장': None, '참기름': None, '물엿': None, '기름': None}"
"{'오이고추': '7개', '쌈장': '1T', '고춧': '1/2T', '올리고당': '1T', '참기름': '1T', '마늘': '1/2T', '깨': '1T'}"
"{'단무지': '260g', '대파': '손가락 길이 1줄', '통깨': '1숟가락', '고추': '1숟가락', '참기름': '또는 들기름 1숟가락', '올리고당': '1숟가락'}"
"{'배추': '10장', '된장': '1ts', '들깨': '1Ts', '참기름': '1ts'}"
"{'깻잎': None, '대파': None, '마늘': '1T', '국간장': '1T', '참기름': '1T', '들깨': '2T', '깨': None}"
"{'베이컨': '5~6줄', '양파': '1/2개', '미니새송이버섯': '7개', '마늘': '1t', '굴소스': '1t'}"
"{'꽈리고추': '20개', '햄': '140g', '양파': '1/2개', '진간장': '2T', '굴소스': '1/2T', '마늘': '3쪽', '올리고당': '2T', '식용유': '1T', '참기름': '1T'}"
"{'진미채': '크게 1줌', '고추장': '1T', '고추': '1T', '간장': '1T', '마늘': '1T', '깨': '1T', '참기름': '1T', '올리고당': '2T', '마요네즈': '0.5T', '물': '2T'}"
"{'연두부': None, '파': None, '청양고추': None, '마늘': None, '간장': '1~2스푼', '고춧': '조금', '깨소금': '조금', '참기름': None}"
"{'부추': '1줌', '달걀': '4개', '식용유': '2큰술', '밥': '2공기', '굴소스': '1큰술', '참기름': '1큰술'}"
"{'시금치': '1/2단', '달걀': '3알', '기름': '3T', '파': '1줌', '소금': '3꼬집'}"
"{'작은오징어': '1마리', '청양고추나꽈리고추': '1개', '간장': '3T', '맛술': '0.5T', '마늘': '1t', '생강': '1번', '설탕': '0.5T', '올리고당': '1T', '참기름': '1t', '통깨': '톡톡', '물': '6T', '후추': '톡톡'}"
"{'청경채': '7개', '된장': '1/2숟갈', '참기름': '1/2숟갈', '마늘': '1/2숟갈', '깨': '1/2숟갈', '소금': '2꼬집'}"
"{'오이': '1개', '완숙토마토': '1개', '꽃소금': '약간', '설탕': '2작은술', '깨소금': '2큰술', '현미식초': '2작은술', '양조간장': '1큰술', '참기름': '1작은술'}"
"{'메추리알': '270g', '스팸': '1/2캔', '청양고추': '1~2개', '올리고당': '1바퀴', '마늘': '1티스푼', '참기름': '1스푼', '통깨': '적당히', '간장': '6스푼', '설탕': '1.5스푼', '맛술': '2스푼', '물': '1종이컵'}"
"{'간장': '2숟가락', '맛술': '1숟가락', '참기름': '1/2숟가락', '통깨': '1숟가락', '깻잎': '3장'}"
"{'감자': '중간사이즈 2개', '스팸': '200g', '양파': '1/2개', '진간장': '2T', '물엿': '2T', '물': '3~4T', '식용유': '1T', '참기름': '1T'}"
"{'감자': '2개', '비엔나소시지': '10여개', '청양고추': '2개', '식용유': '2스푼', '식초': '1티스푼', '간장': '2스푼', '굴소스': '1스푼', '물': '1/2컵', '마늘': '0.5스푼', '맛술': '2스푼', '황설탕': '0.5스푼', '올리고당': '1.5스푼', '참기름': '약간', '후추': '약간', '깨소금': '약간'}"
"{'두부': '1모', '카레': '2T', '부침': '1T', '계란': '1개'}"
"{'팽이버섯': '1봉지', '청양고추': '1개', '식용유': '2스푼', '마늘': '1큰술', '고추': '1/2스푼', '설탕': '1스푼', '미림': '2스푼', '진간장': '1스푼', '굴소스': '1/2스푼', '고추장': '1/3스푼', '된장': '1/3스푼', '물': '2스푼', '물엿': '1스푼'}"
"{'참치': '1캔', '감자': '작은거 2개', '양파': '1/2개', '대파': '1줌', '청양고추': '매콤하게 먹고싶으면 1꼬집', '고추장': '1스푼', '고춧': '1스푼', '간장': '1스푼', '마늘': '1스푼', '설탕': '1스푼', '물': '200ml', '후추': '톡톡'}"
"{'부추': '1줌', '베이컨': '9장'}"
"{'비엔나소세지': '220g', '견과류': '약간', '식용유': '약간', '설탕': '1큰술', '진간장': '1큰술', '케찹': '1큰술', '마늘': '1/2큰술', '올리고당': '2큰술', '물': '2큰술'}"
"{'숙주': '3줌', '달걀': '2개', '새우': '12마리', '양파': '1/2개', '청양고추': '2개', '쪽파': '1줌', '굴소스': '2T', '간장': '1.5T', '마늘': '1T', '참기름': '0.5T', '후추': '톡톡', '통깨': '약간', '청주': '1T', '소금': '톡톡'}"
"{'두부': '1/2모', '소고기': '140g', '맛술': '1/2큰술', '간장': '1큰술', '설탕': '1/3큰술', '참기름': '1큰술', '마늘': '1/2큰술', '파': '1큰술', '후추': '톡톡', '들기름': None, '올리브유': None}"
"{'파프리카 빨강이': '1개', '파프리카 노랑이': '1개', '느타리버섯': '1팩', '대파': '2대', '올리브유': '1숟가락', '굴 소스': '1~2숟가락', '깨': '1작은술'}"
"{'계란': '3개', '들기름': '3T', '대파': '1대', '국간장': '1/2T', '통깨': '솔솔'}"
"{'데쳐서 물기짠 봄동': '600g', '파': '2큰술', '마늘': '1큰술', '된장': '2큰술', '고추장': '1큰술', '매실액': '2큰술', '참기름': '1큰술', '통깨': '1큰술', '소금': '약간'}"
"{'감자': '3개', '양파': '1/2개', '굴소스': '1스푼', '맛간장진간장': '3스푼', '설탕': '1스푼', '올리고당': '1스푼', '카놀라유': '2스푼', '마늘': '1/2스푼', '통깨': '조금'}"
"{'상추': '20장', '고춧': '2큰술', '마늘': '1큰술', '간장': '1큰술', '설탕': '1스푼', '식초': '2큰술', '참기름': '1큰술', '통깨': '1큰술'}"
"{'마늘': '40알', '식용유': '2큰술', '물': '3큰술', '간장': '3큰술', '꿀': '1.5큰술', '참기름': '1/2큰술', '통깨': '약간'}"
"{'감자': '1개', '참치캔': '1개', '양파': '1개', '대파': '1대', '청양고추': '2개', '다시육수': '2컵', '고추장': '1큰술', '간장': '2큰술', '고춧': '1큰술', '마늘': '1큰술', '자일로스설탕': '0.5큰술', '후추': '톡톡'}"
"{'꼬막': '1kg', '굵은 소금': '약간', '고춧': '1/2큰술', '간장': '3큰술', '참기름': '1/2큰술', '생강즙': '1/2큰술', '설탕': '1/2작은술', '마늘': '1/2작은술', '홍고추': '1/2큰술', '부추': '1큰술', '양파': '1큰술', '참깨': '약간'}"
"{'시금치': '1단', '두부': '1/2모', '간장': '2T', '참기름': '1T', '깨소금': '1T', '설탕': '0.5T', '소금': '0.5T'}"
"{'달래': '1/2줌', '홍고추': '1/2개', '구운김': '적당량', '간장': '10T', '참기름': '1T', '깨': '1T', '매실청': '3T', '마늘': '1/2T', '고추': '1T'}"
"{'느타리버섯': '200g', '표고버섯': '4개', '쪽파': '2대', '들깨': '2Ts', '멸치액젓': '1Ts', '비정제 황설탕': '1/2ts', '들기름': '2ts'}"
"{'미니새송이버섯': '1봉지', '통마늘': '1줌', '양파': '1개', '청양고추': '1/2개', '간장': '2큰술', '굴소스': '1큰술', '요리당': '2큰술', '물': '4큰술', '참기름': '1큰술', '통깨': '약간'}"
"{'두부': '1모', '부침': '약간', '식용유': '약간', '케첩': '3큰술', '올리고당': '2큰술', '설탕': '1큰술', '간장': '2큰술', '마늘': '1큰술'}"
"{'애호박': None, '고춧': '1작은술', '양조간장': '2/3큰술', '참기름': '1작은술', '마늘': '1작은술', '참깨': None, '파': None, '홍고추': None}"
"{'메추리알': '1봉지', '비엔나소세지': '2봉지', '청양고추': '1~3개', '고추장': '1~1.5T', '케첩': '4~5T', '진간장': '1~1.5T', '설탕': '2T', '물': '5~7T'}"
"{'단단한 두부': '1모', '마늘': '1Ts', '물': '3Ts', '고추장': '평평하게 깎아서 계량 1Ts', '간장': '1Ts', '굴소스': '1/2Ts', '올리고당': '2Ts', '참기름': '1Ts', '깨': '1Ts'}"
"{'무': '보통사이즈 1개', '식초': '1.5컵', '설탕': '1컵', '소금': '1큰술'}"
