ingredient_full
"{""햄/소시지"": ""30개"", ""양파"": ""1개"", ""캐첩"": ""5큰술"", ""간장"": ""1스푼"", ""설탕"": ""1스푼"", ""식초"": ""1스푼"", ""굴"": ""1스푼"", ""올리고당"": ""1스푼""}"
"{""버섯"": ""2개"", ""버터"": ""30g"", ""채소"": null, ""간장"": ""1T"", ""맛술"": ""1T"", ""올리고당"": ""1/2T""}"
"{""풋고추"": ""10개"", ""된장"": ""2T"", ""마늘"": ""1/3T"", ""파"": ""1T"", ""참기름"": ""1/2T"", ""깨"": ""1/2T"", ""매실원액"": ""1T"", ""설탕"": ""1/3T""}"
"{""베이컨"": null, ""파"": null, ""떡"": null, ""간장"": null, ""참기름"": null, ""물엿"": null, ""기름"": null}"
"{""오이"": ""6 7개"", ""쌈장"": ""1T"", ""고추가루"": ""1/2T"", ""올리고당"": ""1T"", ""참기름"": ""1T"", ""마늘"": ""1/2T"", ""깨"": ""1T""}"
"{""무"": ""260g"", ""파"": ""손가락 길이 1줄"", ""깨"": ""1숟가락"", ""고추가루"": ""1숟가락"", ""참기름"": ""또는 1숟가락"", ""올리고당"": ""1숟가락""}"
"{""배추"": ""10장"", ""된장"": ""1ts"", ""깨"": ""1Ts"", ""참기름"": ""1ts""}"
"{""깻잎"": null, ""파"": null, ""마늘"": ""1T"", ""국간장"": ""1T"", ""참기름"": ""1T"", ""깨"": null}"
"{""베이컨"": ""5~ 6줄"", ""양파"": ""1/2개"", ""버섯"": ""7개"", ""마늘"": ""1t"", ""굴"": ""1t""}"
"{""꽈리고추"": ""20개"", ""햄/소시지"": ""140g"", ""양파"": ""1/2개"", ""진간장"": ""2T"", ""굴"": ""1/2T"", ""마늘"": ""3쪽"", ""올리고당"": ""2T"", ""식용유"": ""1T"", ""참기름"": ""1T""}"
"{""진미채"": ""크게 1줌"", ""고추장"": ""1T"", ""고추가루"": ""1T"", ""간장"": ""1T"", ""마늘"": ""1T"", ""깨"": ""1T"", ""참기름"": ""1T"", ""올리고당"": ""2T"", ""마요네즈"": ""0.5T"", ""물"": ""2T""}"
"{""두부"": null, ""파"": null, ""꽈리고추"": null, ""마늘"": null, ""간장"": ""1~2스푼"", ""고추가루"": ""조금"", ""깨"": ""조금"", ""참기름"": null}"
"{""부추"": ""1줌"", ""계란"": ""4개"", ""식용유"": ""2큰술"", ""쌀/밥"": ""2공기"", ""굴"": ""1큰술"", ""참기름"": ""1큰술""}"
"{""시금치"": ""1/2단"", ""계란"": ""3알"", ""기름"": ""2 3T"", ""파"": ""1줌"", ""소금"": ""3꼬집""}"
"{""오징어"": ""1마리"", ""꽈리고추"": ""1개"", ""간장"": ""3T"", ""맛술"": ""0.5T"", ""마늘"": ""1t"", ""생강"": ""1번"", ""설탕"": ""0.5T"", ""올리고당"": ""1T"", ""참기름"": ""1t"", ""깨"": ""톡톡"", ""물"": ""6T"", ""후추"": ""톡톡""}"
"{""청경채"": ""7개"", ""된장"": ""1/2숟갈"", ""참기름"": ""1/2숟갈"", ""마늘"": ""1/2숟갈"", ""깨"": ""1/2숟갈"", ""소금"": ""2꼬집""}"
"{""오이"": ""1개"", ""토마토"": ""1개"", ""꽃소금"": ""약간"", ""설탕"": ""2작은술"", ""깨"": ""2큰술"", ""현미식초"": ""2작은술"", ""양조간장"": ""1큰술"", ""참기름"": ""1작은술""}"
"{""메추리알"": ""270g"", ""햄/소시지"": ""1/2캔"", ""꽈리고추"": ""1~2개"", ""올리고당"": ""1바퀴"", ""마늘"": ""1티스푼"", ""참기름"": ""1스푼"", ""깨"": ""적당히"", ""간장"": ""6스푼"", ""설탕"": ""1.5스푼"", ""맛술"": ""2스푼"", ""물"": ""1종이컵""}"
"{""간장"": ""2숟가락"", ""맛술"": ""1숟가락"", ""참기름"": ""1/2숟가락"", ""깨"": ""1숟가락"", ""깻잎"": ""3장""}"
