ingredient_full
"{'게맛살': '5줄', '순두부': '2모', '계란': '4개', '쪽파': '4줄기', '물': '1L', '국간장': '1T', '멸치액젓': '1T', '다진 마늘': '0.5T'}"
"{'소고기 국거리용': '1주먹', '무': '1/2개', '대파': '1대', '다진마늘': '1/2T', '고춧가루': '3t', '국간장': '2T', '물': '1L', '후춧가루': '약간'}"
"{'감자': '2개', '양파': '1/2개', '대파': '1대', '참치캔': '100g 1개', '깻잎': '15장', '청양고추': '1개', '다진마늘': '1큰술', '고추': '가루 2큰술', '다시물': '6컵', '식용유': '1큰술'}"
"{'느타리버섯': '350g', '쇠고기(등심)': '320g', '대파': '4뿌리', '고춧가루': '2.5큰술', '물': '적당량', '다진': '마늘 1큰술', '조선간장': '2큰술', '소금': '적당량', '참기름': '1큰술', '후춧가루': '약간'}"
"{'표고버섯': '5개', '새송이버섯': '2개', '양파': '1/2개', '대파': '1/2대', '청양고추': '1개', '들깨가루': '6큰술', '찹쌀가루': '2큰술', '육수': '5컵'}"
"{'닭가슴살': '2쪽', '무': '약간', '대파': '약간', '간장': '4T', '맛술': '2T', '고춧가루': '4T', '다진마늘': '3T', '된장': '1T', '물': '1.5L'}"
"{'감자': '2개', '참기름': '1큰술', '식용유': '1큰술', '다진마늘': '1큰술', '대파': '1대', '고추가루': '1.5큰술', '소고기': '불고기감 250g', '국간장': '4큰술', '물': '5컵', '후추': '약간'}"
"{'소고기(양지)': '230g', '콩나물': '180g', '무': '3x3 1쪽', '대파': '1/2개', '멸치육수': '11컵', '마늘': '1큰술', '고춧가루': '3큰술', '국간장': '1큰술', '소금': '0.5작은술', '참기름': '0.5큰술', '후추': '약간'}"
"{'느타리버섯': '2팩', '감자': '3개', '양파': '1개', '청양고추': '1개', '샤브샤브용 소고기': '400g', '멸치': '1줌', '다시마': '10cm 2장', '대파': '1대', '무': '1/6개', '고추장': '2T', '고춧가루': '3T', '국간장': '3T', '다진마늘': '1.5T', '매실청': '1T', '맛술': '1T', '소금': '적당량', '후춧가루': '약간'}"
"{'봄동': '1포기', '쇠고기': '150g', '된장': '1.5스푼', '고춧가루': '1스푼', '간마늘': '1스푼', '천일염': '약간'}"
"{'돼지갈비': '1kg', '양파': '2개', '감자': '2개', '당근': '1/3개', '대파': '1.5대', '청양고추': '1개', '설탕': '3큰술', '물': '5컵', '간장': '1/2컵', '다진마늘': '2큰술', '후춧가루': '적당량', '고춧가루': '3큰술'}"
"{'한우 양지': '300g', '무': '1/4개', '콩나물': '1줌', '대파': '1대', '국간장': '4T', '진간장': '1T', '참기름': '1T', '고추가루': '3T', '다진마늘': '1T', '소금': '약간', '후추': '약간'}"
"{'계란': '3개', '당면': '1줌', '파': '조금', '국간장': '', '멸치': '3개', '다시마': '1개', '맛소금': '약간', '다진마늘': '약간'}"
"{'표고버섯': '150g', '새송이버섯': '1개', '느타리버섯': '2줌', '멸치다시마육수': '5컵', '들깨가루': '10T', '찹쌀가루': '3T', '양파': '1/4개', '대파': '1/2개', '다진마늘': '2/3T', '국간장': '3T', '소금': '소량'}"
"{'만두': '6개', '느타리버섯': '100g', '팽이버섯': '100g', '표고버섯': '2개', '배추': '2장', '쑥갓': '2줄기', '청경채': '1포기', '양파': '1/6개', '대파': '5cm', '사골육수': '3종이컵', '고춧가루': '2숟가락', '국간장': '2숟가락', '다진마늘': '1/2숟가락', '후추': '약간'}"
"{'미역': '1줌', '오이': '1개', '양파': '1/4개', '청양고추': '1개', '물': '600ml', '소금': '1큰술', '설탕': '4큰술', '식초': '6큰술'}"
"{'오징어': '1마리', '홍합': '2줌', '새우': '12마리', '배추잎': '5장', '청양초': '3개', '대파': '2대', '양파': '1개', '당근': '적당량', '호박': '적당량', '고춧가루': '3큰술', '고추기름': '3큰술', '굴소스': '1큰술', '후추': '톡톡', '카놀라유': '3큰술', '다진마늘': '1.5큰술', '물': '1500ml', '액젓': '취향껏'}"
"{'얼갈이': '1단', '대파': '1/2개', '마늘': '3쪽', '청양고추': '3개', '식용유': '1큰술', '된장': '3큰술', '다시다': '1큰술', '굵은': '고추가루 1큰술', '꽃소금': '1큰술'}"
"{'소고기 양지': '300g', '무': '1/2개', '대파': '2대', '느타리버섯': '1팩', '콩나물': '2줌', '고춧가루': '2', '다진마늘': '1', '국간장': '2', '멸치액젓': '1', '참기름': '약간', '소금': '약간', '멸치육수': '700~1000ml'}"
"{'순대': '500g', '사골육수': '4종이컵', '양파': '1개', '콩나물': '2줌', '새송이버섯': '100g', '팽이버섯': '100g', '느타리버섯': '100g', '깻잎': '7장', '청양고추': '1개', '들깨가루': '2숟가락', '고추장': '1숟가락', '된장': '1숟가락', '고춧가루': '4숟가락', '다진마늘': '2숟가락', '국간장': '2숟가락'}"
"{'애호박': '1/2개', '달걀': '2개', '간장': '1/2T', '소금': '1/2t', '파': '약간', '후추': '약간', '다시마': '5cm x 5cm 1장', '멸치': '10마리'}"
"{'감자': '2개', '계란': '1개', '멸치': '약간', '다시마': '1개', '물': '600ml', '대파': '1줌', '국간장': '1스푼', '소금': '간맞추기', '후추': '톡톡', '청양고추': '기호에맞게', '참기름': '2스푼', '다진마늘': '1/2스푼'}"
"{'달걀': '3개', '부추': '1줌', '멸치 다시마 육수': '3컵', '국간장(연두)': '3스푼', '다진마늘': '0.3스푼', '참기름': '0.5스푼', '후춧가루': '적당량'}"
"{'연두부': '200g', '계란': '3개', '대파': '1대', '다시멸치': '1줌', '다시마': '1조각', '물': '800ml', '소금': '2꼬집', '까나리액젓': '1/2큰술', '다진마늘': '1/2스푼'}"
"{'팽이버섯': '1/2봉지', '감자': '2개', '대파': '1대', '다시마 멸치육수': '5컵', '국간장': '2큰술', '들깨가루': '6큰술'}"
"{'무': '230g', '작은대파': '1대', '다시멸치': '1줌', '물': '1000ml', '참기름': '2큰술', '국간장': '1큰술', '소금': '1티스푼'}"
"{'순대': '400g', '사골육수': '1팩', '고춧가루': '2T', '다진마늘': '1T', '표고버섯가루': '1T', '청양고추': '1~2개', '후추': '약간', '들깨가루': '취향껏', '부추': '기호에맞게', '대파': '취향껏'}"
"{'황태채': '1줌', '참기름': '1.5큰술', '다진마늘': '1/2큰술', '대파': '1대', '고춧가루': '1큰술', '물': '5컵', '국간장': '3큰술', '계란': '2개', '소금': '약간', '후추': '약간'}"
"{'어묵': '5개', '김치': '1줌', '다시멸치': '7마리', '대파': '1/2개', '국간장': '2큰술', '소금': '조금'}"
"{'오징어': '1마리', '무': '350g', '대파': '1줄기', '양파': '1/2개', '땡초': '2개', '멸치다시팩': '1팩', '고춧가루': '2T', '다진마늘': '1T', '국간장': '2T', '맛소금': '1/2T'}"
"{'삶은시래기': '300g', '된장': '3큰술', '고추장': '1큰술', '국간장': '2큰술', '다진마늘': '1큰술', '채 썬 양파': '1/2개', '다진파': '1대', '설탕': '1작은술', '후추': '톡톡', '풋고추': '2개', '들깨가루': '6큰술', '들기름': '2큰술', '쌀뜨물': '3L', '고추': '1~2개', '고춧가루': '1/2술'}"
"{'닭': '1마리', '감자': '3개', '양파': '1개', '당근': '1개', '대파': '2대', '간장': '8~10큰술', '올리고당': '3큰술', '설탕': '2큰술', '다진마늘': '1큰술', '미림': '1큰술', '물': '3~4컵'}"
"{'육수': '4컵', '감자': '2개', '대파': '1대', '계란': '1개', '국간장': '1큰술', '소금': '약간', '후추': '약간', '물': '8컵', '다시멸치': '1줌', '다시마': '1장'}"
"{'황태': '2컵', '감자': '2개', '국간장': '2큰술', '마늘': '1큰술', '들기름': '1큰술', '파': '적당량', '소금': '약간', '후추': '약간'}"
"{'크래미': '8개', '팽이버섯': '1봉지', '달걀': '2개', '파': '조금', '고형 치킨스톡': '1개', '국간장': '1큰술', '물': '2큰술', '전분가루': '2큰술'}"
"{'소고기': '300g', '양파': '1/2개', '당근': '1/4개', '느타리버섯': '1줌', '표고버섯': '2개', '팽이버섯': '1줌', '불린당면': '1줌', '대파': '1/4대', '홍고추': '1개', '멸치다시마육수': '3종이컵', '진간장': '2숟가락', '설탕': '1숟가락', '맛술': '1/2숟가락', '다진마늘': '1/2숟가락', '참기름': '1숟가락', '후추': '약간', '국간장': '1숟가락'}"
"{'두부': '1kg', '계란': '2개', '대파': '1대', '다시마': '육수 2.5컵', '새우액젓': '약간'}"
"{'콩나물': '1줌', '신김치': '1/3컵', '떡국떡': '약간', '멸치육수': '2.5컵', '대파': '1/2개', '다진마늘': '1큰술', '밥': '1/2공기', '달걀': '1개', '새우젓': '1큰술'}"
"{'오이': '1개', '물': '600ml', '소금': '1스푼', '설탕': '4스푼', '식초': '6스푼', '깨소금': '약간'}"
"{'오징어': '1마리', '무': '5cm 1토막', '대파': '1뿌리', '홍고추': '1개', '액젓': '2큰술', '국간장': '3큰술', '다진마늘': '1큰술', '물': '1.1L 7컵', '들기름': '3큰술'}"
"{'순대': '1팩', '양파': '1개', '청양고추': '5개', '콩나물': '100g', '팽이버섯': '1팩', '맛타리버섯': '100g', '물': '200ml기준 3.5컵', '다시마': '2장', '멸치': '1줌', '깻잎': '1팩', '들깨가루': '1T', '된장': '1숟가락', '고추장': '1숟가락', '고춧가루': '4숟가락', '국간장': '3숟가락', '설탕': '0.5숟가락', '다진마늘': '1숟가락', '후추': '0.5숟가락'}"
"{'감자': '1개', '계란': '1개', '양파': '1/8개', '청양고추': '1개', '멸치액젓': '1/2숟갈', '국간장': '1숟갈', '물': '3컵', '마른다시마': '조금', '소금': '약간', '후추': '약간'}"
"{'바지락': '400g', '통마늘': '6~7알', '페페론치노': '약간', '쪽파': '약간', '버터': '1큰술', '소주': '1/2컵', '물': '1.5컵'}"
"{'소고기샤브샤브': '300g', '미나리': '한줌', '느타리버섯': '한줌', '양파': '1/2개', '물': '2L', '무': '1/4개', '대파': '1대', '홍고추': '약간', '청양고추': '약간', '자른 다시마': '5-6개', '멸치': '1/2줌', '고춧가루': '3T', '고추장': '1T', '간장': '2T', '다진마늘': '2T', '소금': '1/2t', '후춧가루': '1/2t', '다진 청양고추': '2T'}"
"{'만두': '8개', '소시지': '1개', '대파': '1대', '김치': '1/4쪽', '양파': '1/2개', '홍고추': '1/2개', '사골육수': '350ml', '물(멸치육수)': '5컵', '고추가루': '1큰술', '간장': '1큰술', '다진마늘': '1큰술', '맛술': '1큰술', '흙당(설탕)': '1/2큰술', '후추': '약간'}"
"{'도토리묵': '250g', '오이': '20g', '김치': '70g', '동치미 육수': '1봉', '설탕': '10g', '식초': '10g', '통깨': '약간'}"
"{'닭': '1마리', '감자': '1개', '고구마': '1개', '양파': '1개', '묵은지': '1/4쪽', '소주': '1/2컵', '물': '2머그컵', '고추장': '2큰술', '고춧가루': '1큰술', '다진마늘': '1큰술', '생강': '1티스푼', '올리고당(물엿)': '1큰술', '설탕': '1큰술', '진간장': '2큰술', '국간장(조선간장)': '1큰술'}"
"{'시금치': '1단', '바지락': '1공기', '느타리버섯': '100g', '양파': '1/4개', '대파': '1/2대', '다진마늘': '1t', '된장': '3T', '국간장': '1T', '멸치': '8마리', '다시마': '1장', '물': '8컵'}"
"{'닭': '1마리', '양파': '1개', '대파': '1대', '통마늘': '1줌', '생강': '1/3줌', '후추': '약간', '고추가루': '3T', '다진마늘': '1T', '국간장': '1T', '청양고추': '1개', '다진파': '1컵', '소금': '약간'}"
"{'시금치': '듬뿍 2줌', '쌀뜬물': '1000cc', '건새우': '1줌', '다진마늘': '1/2스푼', '청양고추': '1개', '다진': '파 1/2컵', '된장': '2~3스푼', '건새우가루': '2스푼', '고춧가루': '', '설탕': '', '소금': ''}"
"{'황태포': '45g 1마리', '들기름': '5밥숟가락', '물': '1L', '감자': '1개', '대파': '약간', '소금': '약간', '후추': '약간'}"
"{'소고기양지': '200g', '나박썬 무': '2줌', '국간장': '2숟갈', '멸치액젓': '1숟갈', '참기름': '1숟갈', '다진마늘': '1/2숟갈', '대파': '1줄', '후추': '약간', '소금': '약간', '물': '1L'}"
"{'바지락': '2봉', '다진마늘': '1ts', '소금': '1ts', '쪽파': '3대', '무': '조금', '청양고추': '1개', '홍고추': '1개'}"
"{'황태': '1줌', '콩나물': '2줌', '달걀': '2개', '다진파': '5T', '다진마늘': '2/3T', '참기름': '1T', '국간장': '3T', '후춧가루': '소량', '멸치다시마육수': '500ml', '물': '500ml'}"
"{'닭고기': '800g 1마리', '감자': '1개', '당근': '1/2개', '양파': '1/2개', '대파': '1대', '물': '3컵', '고추장': '4큰술', '고춧가루': '2큰술', '간장': '3큰술', '설탕': '1큰술', '다진마늘': '2큰술', '다진생강': '1/2큰술', '청주': '2큰술', '후춧가루': '약간'}"
"{'무': '2컵', '소고기': '1컵', '물': '5컵', '대파': '1대', '참기름': '1큰술', '다진마늘': '1/2큰술', '국간장': '2큰술', '소금': '1작은술', '설탕': '1/2큰술', '후추': '약간'}"
"{'북어채': '1줌', '무': '엄지손가락한마디', '대파': '1줄', '참기름': '2T', '다진마늘': '1T', '국간장': '1T', '멸치액젓': '1T', '소금': '1/3T'}"
"{'닭볶음탕용': '닭 1마리', '감자': '2개', '양파': '1개', '당근': '1/3개', '다진마늘': '1큰술', '물': '600ml', '통깨': '약간', '고춧가루': '2큰술', '고추장': '4큰술', '진간장': '10큰술', '설탕': '4큰술', '올리고당': '1큰술', '생강가루': '1작은술', '미림': '2큰술', '후춧가루': '약간'}"
"{'소고기 불고기용': '400g', '양파': '1개', '당근': '1/4개', '당면': '1줌', '양배추': '약간', '팽이버섯': '1줌', '쪽파': '3~4뿌리', '진간장': '3숟가락', '국간장': '2숟가락', '설탕': '2숟가락', '물엿': '1숟가락', '다진마늘': '1숟가락', '생강가루': '1티스푼', '후추': '1티스푼', '다시마': '2쪽', '물': '3머그컵'}"
"{'콩나물': '1/2봉', '다시마': '1조각', '대파': '1개', '청양고추': '1개', '마늘': '3개', '물': '1000ml', '소금': '1숟가락'}"
"{'감자': '2개', '달걀': '2개', '파': '1/4뿌리', '다진마늘': '1/2큰술', '들기름': '1큰술', '새우젓': '1큰술', '국간장': '1큰술', '물': '1L'}"
"{'소고기 국거리용': '290g', '표고버섯': '4개', '숙주': '한봉지 290g', '대파': '1대', '청양고추': '4개', '무': '1/2개', '다진마늘': '1큰술', '고추가루': '7큰술', '진간장': '2큰술', '국간장': '5큰술', '참기름': '1큰술', '고추기름': '생략가능 1큰술'}"
"{'삶은 시래기': '2줌', '양파': '1/2개', '청양고추': '1개', '홍고추': '1개', '된장': '2큰술', '다진마늘': '1/2큰술', '멸치다시팩': '1개', '물': '1L'}"
"{'소고기 국거리용': '300g', '느타리버섯': '적당량', '애호박': '1/2개', '양파': '1/2개', '청고추': '약간', '홍고추': '약간', '대파': '약간', '고춧가루': '1큰술', '다진마늘': '1큰술', '생강즙': '1큰술', '생수': '2컵', '소금': '1작은술', '참기름': '약간'}"
"{'소고기': '1/2근', '숙주': '1/2봉지', '대파': '3~4대', '표고버섯': '3개', '고사리': '1줌', '토란대': '1줌', '마늘': '1큰술', '국간장': '2큰술', '소금': '1큰술', '후추': '약간', '참기름': '3큰술', '식용유': '1큰술', '고춧가루': '3큰술'}"
"{'닭볶음용 닭': '1마리', '감자': '2~3개', '양파': '1/2개', '당근': '1/2개', '간장': '1국자', '고춧가루': '1국자', '마늘': '1.5스푼', '청양고추': '1개', '파': '1대', '설탕': '2스푼'}"
"{'쇠고기': '300g', '삶은 우거지': '200g', '대파': '1/2단', '멸치 다시마 육수': '12컵', '국간장': '1작은술', '들기름': '1작은술', '들깨가루': '6큰술', '된장': '4큰술', '고추장': '2작은술', '다진마늘': '1작은술'}"
"{'감자탕용 돼지등뼈': '1.5kg', '감자': '6개', '데친 얼갈이 배추': '200g', '깻잎': '10장', '월개수': '잎 2~3장', '소주': '2잔', '양파': '1개', '파': '1대', '사과': '1/2개', '마늘': '1움큼', '생강': '조금', '청양고추': '1개', '고춧가루': '3큰술', '멸치액젓': '3큰술', '국간장': '5큰술', '들깨가루': '5큰술', '다진마늘': '2큰술', '미림': '2큰술', '고추장': '1큰술', '된장': '1큰술'}"
"{'시금치': '1/2단', '쌀뜨물': '3국그릇', '된장': '1밥숟가락', '다진마늘': '1티스푼', '대파': '1/2컵', '국간장': '간맞추기'}"
"{'계란': '3알', '물': '3-4컵', '다진파': '1T', '소금': '약간', '액젓': '1t', '다시마': '5cm x 5cm 1장', '멸치': '8마리'}"
"{'얼갈이 배추': '1/2개', '멸치': '4개', '양파': '1/4개', '청양고추': '', '된장': '3T', '다진': '마늘 1T', '고춧가루': '1T', '참기름': '1T'}"
"{'건미역': '1움큼', '오이': '1/2개', '청량고추': '1개', '파': '2스푼', '당근': '2스푼', '소금': '1스푼', '설탕': '2스푼', '2배': '식초 3스푼', '통깨': '1/2스푼', '참기름': '약간', '다진마늘': '1/3스푼', '물': '700ml'}"
"{'알감자': '4개', '양파': '1/3개', '대파': '1/2개', '청양고추': '1개', '마늘': '5쪽', '멸치다시팩': '1팩', '맛소금': '취향껏'}"
"{'소고기 국거리': '300g', '참기름': '2큰술', '숙주나물': '1봉지', '무': '1/3개', '대파': '2대', '청양고추': '1개', '홍고추': '1개', '고춧가루': '4큰술', '물': '1.4L', '국간장': '2큰술', '소금': '적당량', '다진마늘': '1큰술'}"
"{'닭': '1팩', '감자': '2개', '양파': '1개', '당근': '1/2개', '새송이버섯': '2송이', '대파': '2대', '청양고추': '2개', '홍고추': '1개', '설탕': '3T', '다진마늘': '크게 1T', '간장': '2/3종이컵', '고추가루': '1/2종이컵', '후추': '톡톡'}"
"{'소고기양지': '400g', '무': '400g', '물': '18컵', '다진마늘': '1/2숟갈', '소금': '1/2숟갈'}"
"{'양파': '1/2개', '청경채': '100g', '손질오징어': '100g', '새우': '100g', '바지락살': '50g', '물': '4T', '식용유': '2T', '고춧가루': '3T', '간장': '1T', '굴소스': '1T', '다진마늘': '1T', '맛술': '1T', '후추': '1/3t'}"
"{'미역': '두줌', '참치': '1캔', '다진마늘': '1/2스푼', '국간장': '1스푼', '참기름': '1스푼', '소금': '살짝'}"
"{'물': '2+2종이컵', '조각다시마': '2장', '황태채': '1줌', '콩나물': '1줌', '대파': '1/2뿌리', '청양고추': '1개', '달걀': '1개', '들기름': '4T', '간장': '2T', '맛술': '1T', '다진마늘': '0.5T', '소금': '1t', '후추': '약간'}"
"{'배추': '9장', '소금': '약간', '다진마늘': '2T', '멸치육수': '800ml', '국간장': '1T', '된장': '1T', '고춧가루': '1/2T', '참기름': '조금', '파': '조금'}"
"{'떡국떡': '2컵', '멸치육수': '2.5컵', '대파': '1대', '국간장': '1큰술', '계란': '1개', '깨가루': '약간', '참기름': '약간', '김가루': '약간'}"
"{'어묵': '300g', '다시마': '2개', '멸치': '육수 7컵', '대파': '1대', '청양고추': '1개', '김치': '1컵', '새우젓': '1/2큰술'}"
"{'콩나물': '1줌', '대파': '적당량', '두부': '1/3모', '신김치': '1줌', '김치국물': '1국자', '고춧가루': '1스푼', '소금': '약간'}"
"{'황태채': '2줌', '콩나물': '2줌', '무': '220g', '대파': '1줄기', '계란': '2개', '양파': '1/4개', '땡초': '1개', '국간장': '2T', '참기름': '1T', '다진마늘': '1T', '맛소금': '적당히'}"
"{'김치': '1/2공기', '콩나물': '1공기', '두부': '1/2모', '대파': '20cm', '멸치': '육수용 7마리', '건새우': '1주먹', '다시마': '10cm', '까나리액젓': '1', '소금': '0.7', '후춧가루': '0.2', '고춧가루': '기호에맞게'}"
"{'오이': '1개', '양파': '1/4개', '당근': '조금', '홍고추': '1/2개', '통깨': '적당히', '식초': '4숟가락', '소금': '0.7숟가락', '설탕': '3숟가락', '물': '6컵'}"
"{'소고기': '200g', '무': '200g', '대파': '10cm x 2대', '다시마': '육수 1L', '참기름': '1T', '다진마늘': '1T', '국간장': '1T', '청주': '1T', '소금': '약간', '후추': '약간'}"
"{'딝 닭볶음탕용': '1마리', '감자': '', '양파': '', '당근': '', '대파': '', '고추장': '3큰술', '고춧가루': '4큰술', '간장': '3큰술', '물엿': '2큰술', '맛술': '3큰술', '다진': '마늘 1큰술', '설탕': '1큰술', '후추': '약간'}"
"{'냉이': '100g', '된장': '2스푼', '다진마늘': '1스푼', '두부': '1/2모', '국간장': '1스푼', '다진대파': '1대'}"
"{'무': '1개', '소고기': '200g', '물': '1300ml', '다진마늘': '1/2T', '국간장': '3T', '들기름': '1스푼', '소금': '1/3T', '건새우가루': '1/2스푼'}"
"{'소고기 불고기용': '소고기 500g', '대파': '', '두부': '1/2모', '양파': '1개', '표고버섯': '2개', '달걀': '2개', '느타리버섯': '', '쑥갓': '', '실곤약': '', '청양고추': '', '물': '3컵', '다시마': '2장', '가쓰오부시': '1줌', '표고버섯기둥': '선택', '맛술': '1/2컵', '진간장': '1/2컵', '육수': '2컵', '설탕': '3큰술'}"
"{'국물용멸치': '8마리', '물': '1.7L', '무': '1/4개', '오징어': '1.5마리', '고춧가루': '2숟갈', '대파': '1/3뿌리', '다진마늘': '1/2숟갈', '국간장': '2숟갈', '소금': '1/2티스푼'}"
"{'닭': '1마리', '양파': '(중) 1개', '대파': '1개', '감자': '(중) 2개', '물': '1000ml', '진간장': '10스푼', '설탕': '1스푼', '다진마늘': '1스푼', '고춧가루': '3스푼', '후춧가루': '약간', '통깨': '1스푼'}"
"{'닭 닭도리탕용': '1마리', '양파': '1개', '대파': '1뿌리', '청양고추': '2~3개', '감자': '큰거 2개', '고추장': '듬뿍 3큰술', '고춧가루': '4큰술', '진간장': '3큰술', '다진마늘': '2큰술', '소주': '약간', '굴소스': '2큰술', '설탕': '1/2큰술', '물엿': '2큰술', '후추': '약간', '참기름': '마지막에 1/2큰술'}"
"{'바지락': '800g', '청양고추': '1개', '쥐똥고추': '7개', '마늘': '2톨', '청주': '100ml', '버터': '1T', '간장': '1t'}"
"{'오이': '1개', '미역': '1컵', '홍고추': '1개', '양파': '1/4개', '통깨': '1T', '얼음': '6개', '물': '600ml', '소금': '1/2T', '설탕': '4T', '식초': '6T', '국간장': '1T', '다진마늘': '1/2T'}"
"{'오징어': '1마리', '무': '조금', '다진마늘': '1큰술', '액젓': '2큰술', '국간장': '3큰술', '멸치다시마육수': '8~10컵', '들기름': '3큰술'}"
"{'감자': '3개', '양파': '1개', '대파': '1/2개', '청양고추': '1~2개', '멸치육수': '600ml', '된장': '1TS', '다진마늘': '1ts'}"
"{'오이': '2개', '양파': '1개', '땡초': '4개', '물': '750ml', '다진마늘': '1.5T', '맛소금': '1.5T', '식초': '5T', '설탕': '2.5T', '깨소금': '1T'}"
"{'닭': '1마리', '감자': '1개', '당근': '1개', '양파': '1개', '고추': '1개', '파': '1대', '표고버섯': '5개', '느타리버섯': '1줌', '설탕': '3T', '간마늘': '1T', '간장': '3/4컵', '고춧가루': '1/2컵', '후춧가루': '적당량'}"
"{'꽃게': '3마리', '양파': '1/2개', '다시마': '4장', '물': '1.2L', '무': '1토막', '된장': '2T', '고추장': '1T', '다진마늘': '2T', '고추가루': '1T', '맛술': '2T', '새우가루': '1T'}"
"{'떡국떡': '500g', '냉동만두': '1봉지', '사골곰탕': '2봉지', '대파': '1개', '달걀': '2개', '다진마늘': '1/2스푼', '소금': '1/2스푼', '후추가루': '조금'}"
"{'소고기 불고기용': '300g', '알배추': '1포기', '깻잎': '100g', '청경채': '200g', '백만송이버섯': '100g', '팽이버섯': '50g', '표고버섯': '3개', '물': '6컵', '멸치': '10마리', '다시마': '3조각', '무': '50g', '건새우': '5마리', '간장': '2큰술', '스윗트 칠리소스': '조금', '식초': '1큰술', '맛술': '1큰술', '매실청': '1/2큰술', '설탕': '1큰술', '다진양파': '1큰술'}"
"{'순대': '1kg', '사골곰탕': '2팩', '새우젓': '1.5스푼', '대파': '많이', '고춧가루': '6스푼', '간장': '3스푼', '멸치액젓': '1스푼', '올리고당': '2스푼', '다진마늘': '4개', '후추': '약간'}"
